Timestamp,Employer,Location,Job Title,Years at Employer,Years of Experience,Annual Base Pay,Signing Bonus,Annual Bonus,Annual Stock Value/Bonus,Gender,Additional Comments
3/21/2016 15:27:32,google,mountain view,swe (level 3),1,1,110000,20000,17000,70000,Male,
3/21/2016 15:27:38,,,developer,6,8,31000,0,0,0,Male,
3/21/2016 15:27:51,,,Software Engineer,2,2,110000,,,,Male,
3/21/2016 15:27:56,,,Software engineer,2,3,75000,,,,,
3/21/2016 15:27:58,Oracle,SFO,Principal,10,6,125000,0,0,0,Male,
3/21/2016 15:28:26,Jet Propulsion Lab,"Pasadena, CA",Group supervisor,20,26,185000,0,5000,0,Male,
3/21/2016 15:28:36,Staples ,San francisco,Jr software engineer ,1,2,85000,10000,0,0,Male,
3/21/2016 15:28:40,,Mountain View,Senior Engineer,2,9,150000,0,0,150000,Male,"Stock is all non-liquid, waiting-on-a-liquidity-event-that-may-or-may-not-come"
3/21/2016 15:28:44,,,Software Engineer Intern,,,78000,0,0,0,Male,
3/21/2016 15:28:54,,"Seattle, WA",Senior Software Developer,0,5,110000,5000,6000,,Male,
3/21/2016 15:29:13,Mexican Consulting,Mexico,Full stack developer,1,3,17500,None,None,None,Male,
3/21/2016 15:29:32,shutterfly,redwood city,systems architect,7,10,180000,,20000,20000,,
3/21/2016 15:30:19,State of Texas,"Austin, TX",System Analyst III,2,3,65000,0,0,0,Male,I need to get into the private sector - very little stress here though :)
3/21/2016 15:30:20,Microsoft,Seattle,Software Engineer,0,1,106000,15000,10000,20000,Female,
3/21/2016 15:30:31,,"Germany, Frankfurt",Programmer,1,0,30000,0,0,0,Male,"Student job, still studying, 20h a week, 15€/h"
3/21/2016 15:30:37,ur mom,ur moms house,gigolo,12,12,1100000,0,0,50000,Male,
3/21/2016 15:30:53,,"Melbourne, Australia",Lead Developer,1.5,6,101500 AUD,0,0,0,Male,
3/21/2016 15:31:05,Non-profit research org,DC,Data scientist,1,5,97500,0,0,0,Male,
3/21/2016 15:31:20,,,Senior Software Engineer,7,21,160000,0,160000,0,Male,
3/21/2016 15:31:42,FutureAdvisor,San Francisco,Software Engineer,2,2.5,"110,000",0,0,"15,000",Female,
3/21/2016 15:31:49,,London/Remote,Junior Software Engineer,0,0,12000,,,,Male,
3/21/2016 15:31:59,Employer,Location,Job title,3,3,30000,"1,5",5%,,Male,
3/21/2016 15:32:09,Amazon,San Francisco,Software Engineer,2,6,130000,100000,0,50000,Male,
3/21/2016 15:32:09,,San Francisco,Machine Learning Engineer,0,11,165000,,41250,I think stock is worth 100k. Not sure.,Male,
3/21/2016 15:32:13,Series A Startup,Berkeley,Director of Engineering,1.5,7,80000,0,,,Male,
3/21/2016 15:32:14,OnDeck,NYC,Software Engineer,2,7,116000,0,11000,14000,Male,
3/21/2016 15:32:19,PRL,London,Front-end dev,1.5,6,£50000,0,0,0,Male,
3/21/2016 15:32:36,State of Ohio,"Columbus, OH",Software Developer 1,4,6,56000,0,0,0,Male,
3/21/2016 15:32:47,,San Francisco,Director of Product,0.5,8,153000,0,0,182000,Male,
3/21/2016 15:32:53,,"Brisbane, Australia",.NET Developer,4,5,"$84,500 AUD",,,,Male,"$30,000 grossed-up allowed as FBT-free"
3/21/2016 15:32:56,IBM,Austin TX,Software Engineer,1.5,1.5,"86,000","5,000",0,0,Male,
3/21/2016 15:32:58,Digital Fractal Technologies,"Edmonton, AB",Software Developer,2.5,7,59280,0,0,0,Male,
3/21/2016 15:33:15,Any,Denver,Software Engineer,3,14,110000,0,500,0,Male,
3/21/2016 15:33:16,,,data scientist,,,90000,,,,Female,
3/21/2016 15:33:17,Washoe county school district,Reno nevafa,Teacher,4,4,38000,0,0,0,Male,Most jobs are poor
3/21/2016 15:33:30,,Missoula,Consultant,3,7,82000,0,10000,,Male,
3/21/2016 15:33:58,Computer Security,Bay Area,Software Engineer,3.5,3.5,144000,,25000,,Male,
3/21/2016 15:34:22,,Zurich,System Engineer,6,2,70000,,2000,,Male,
3/21/2016 15:34:27,,,Network Administrator,,,65000,,,,,
3/21/2016 15:34:28,Apple,Cupertino,Engineer,3,3,110000,10000,10000,55000,Male,
3/21/2016 15:34:29,Rackspace,Austin,Devops,2,11,120000,10000,0,,Male,
3/21/2016 15:34:35,Booz Allen Hamilton,"Washington, DC","Software Engineer, level II",1.5,,"71,000",0,0,0,Male,
3/21/2016 15:34:39,,Montreal,CTO,7,12,70000$CAD,0,0,,Male,
3/21/2016 15:34:45,UM Health System,"Ann Arbor, MI",Data Architect / Software Developer,5,11,95000,2000,50,0,Male,"5+ weeks PTO, 200% 401K match up to 4.5%, 40 hour weeks - no OT"
3/21/2016 15:34:49,,"Dayton, OH",Mechanical Engineer,0,0,73000,0,0,0,Male,
3/21/2016 15:34:59,,"Kansas City, MO",web developer,1,3,"50,000",0,0,0,Male,
3/21/2016 15:35:02,Web Media,"Rennes, FR",Software developer,0,0.5,31000,0,1000,0,Male,
3/21/2016 15:35:05,,,zz,,,1,,,,,
3/21/2016 15:35:09,Microsoft,,Software Engineer,2,,112168,,,,Male,
3/21/2016 15:35:18,,,Frontend Web Developer,1,10,"120,000",,,,Male,
3/21/2016 15:35:22,,"Orlando, FL",Software Engineer,2,3,80000,0,0,0,Male,
3/21/2016 15:35:45,,"Dallas, TX",Senior Engineer,1,10,116000,0,0,,Male,There are no benefits included with the job (got a pay bump to pay for my own health insurance)
3/21/2016 15:35:57,,"Moscow, Russia",Researcher,3,3,43000 rubles,,,,Male,
3/21/2016 15:36:02,United States Digital Service,Washington D.C.,Digital Service Expert,0.5,8,126000,0,0,0,Male,
3/21/2016 15:36:15,US Army Government Contractor,"Warren, MI",Software Engineer IV,2,18,130000,3000,2500,0,Male,
3/21/2016 15:36:21,Microsoft,"Seattle, WA",Software Development Engineer,0,0,106000,15000 + 60k in stock,TBD,TBD,Male,Includes usual MSFT benefit package
3/21/2016 15:36:24,,,Developer,,,65000,,,,Male,
3/21/2016 15:36:34,,Amsterdam Area (Remote from Bucharest),Software developer,2.5,4,40000,,,,Male,
3/21/2016 15:36:48,,,Design Consultant,6.5,10,60000,0,21000,0,Male,
3/21/2016 15:37:01,,,Leading engineer,,,2000,,,,Male,
3/21/2016 15:37:06,American College of Surgeons,Chicago,Administrator,1,8,72000,0,2000,0,,
3/21/2016 15:37:21,,"Boston, MA",Senior Software Engineer,2,6,101000,,5000,10000,Male,
3/21/2016 15:37:22,,Toronto,DevOps Developer,2,8,100000,0,0,0,Male,CAD
3/21/2016 15:37:34,AOL,Germany,Principal Software Engineer,6,12,80000 USD,0,15% of base pay,6000 USD,Male,
3/21/2016 15:37:38,,San Francisco,Software Engineer,4.5,8,168000,10000,0,,Male,
3/21/2016 15:37:41,,,Postdoctoral Associate,1,0,53000,,,,Male,
3/21/2016 15:37:41,,London,Software Developer,0,4,45000,0,0,0,Male,
3/21/2016 15:38:28,secret ag,zurich,junior software engineer,1,3,92000,,6000,,Male,
3/21/2016 15:38:59,,Michigan,Software Developer,2,21,119000,0,1500,0,Male,
3/21/2016 15:39:18,Twitter,Boston,Software Engineer,0,2,108000,15000,,100000,Male,
3/21/2016 15:39:50,,"San Francisco, CA",Senior Software Engineer,1,12,175000,0,0,0,Male,
3/21/2016 15:40:03,YCS12 Startup,San Francisco,Software Engineer,1,3,120000,0,0,50000,Male,
3/21/2016 15:40:17,,"Newcastle, Australia",Lead Software Developer,2,5,"$95,000",0,0,0,Male,
3/21/2016 15:40:26,Humana,"Tampa, FL",Technology Business Analyst,7,,60650,0,0,0,Male,
3/21/2016 15:40:34,Microsoft,Redmond,Software Engineer II,4,0,120000,50000,10000,2000,Male,
3/21/2016 15:40:57,,Los Angeles,CTO,6,16,250000,,15000,,Male,"I do not get annual stock, however I have about 15% of all outstanding stock options."
3/21/2016 15:41:13,Accenture,London,Consultant,1,5,£60000,0,£9000,0,Male,Long hours is the default.
3/21/2016 15:41:30,,,software engineer,1,11,48000,0,0,0,Male,
3/21/2016 15:41:34,HERE,"Berlin, Germany",Senior Software Engineer,,5,"€60,000","€10,000","€6,000",0,Male,
3/21/2016 15:41:37,,Vancouver Canada,Systems Engineer,2,10,65000,,,,Male,"Overtime available, (mostly) not mandatory"
3/21/2016 15:42:10,Unidentified,"Baltimore, MD",Senior Software Engineer,2,11,"$235,000",0,0,0,Male,No benefits
3/21/2016 15:42:11,The Guardian,"London, UK",Software Engineer,1,5,£49000,0,0,0,Male,
3/21/2016 15:42:17,Amazon,Seattle,SDE2,5,3,145000,20000,0,35000,Male,
3/21/2016 15:42:25,~50-person startup,"Boston, MA",Software Engineer,3,3,115000,0,3%,0,Male,
3/21/2016 15:42:43,,Hamburg,System Engineer,1,2,"52,000€",0,0,0,Male,
3/21/2016 15:42:56,,"Herndon, VA",Senior Software Engineer,2,7,135000,0,0,40000,Male,
3/21/2016 15:43:05,,Berlin,Senior Software Developer,1,12,67000,0,0,0,Male,
3/21/2016 15:43:17,,"Denver, CO",VP of Engineering,1,6,115000,,,,Male,
3/21/2016 15:43:42,,,Firmware Engineer,,,32k,,,,Male,
3/21/2016 15:45:01,,Ohio,Front End Engineer,1,3,96000,0,10000,,Male,
3/21/2016 15:45:01,FinTech,"San Jose, CA",Systems Engineer,5,9,"137,500",0,10%,"$25,000",Male,
3/21/2016 15:46:09,,"Seattle, WA",Senior Software Engineer,0.8,13,"135,000",0,"15,000",,Male,
3/21/2016 15:46:27,,Australia,"Manager, IM and Data",5,20,"169,000",,"20,000","5,000",Male,
3/21/2016 15:46:36,,,Technical Lead,,,117000,,15000,,,
3/21/2016 15:46:50,,,ITLP,1.5,3,"71,000","3,000",,,Male,
3/21/2016 15:47:10,ESI,NJ,sr. software engineer,2,11,112000,0,10000,0,Male,
3/21/2016 15:47:20,Adobe,San Francisco,Quality Engineer,0.5,3,111360,,,420,Female,
3/21/2016 15:47:24,research non-profit,"Boulder, CO",Software Engineer,20,20,102000,0,0,0,Male,
3/21/2016 15:47:33,American Family Insurance,"Madison, WI",Data Scientist,2,2,"120,000","12,000","6,500",0,Male,
3/21/2016 15:47:45,,London,Technical Project Manager,1,38,55000,,,,Female,
3/21/2016 15:47:58,Cucks Unlimited,Your Mother's House,Cuck Master,90,123456789,-1,@,Oral,Shit,Attack Helicopter,Hang yourself 
3/21/2016 15:47:57,,"Seattle, WA",Senior Software Engineer,2,10,160000,10000,10000,,Female,
3/21/2016 15:48:36,Amazon,San Francisco,SDE2,3,3,126000,25000,,60000,Male,
3/21/2016 15:48:46,RVM,New York,Engineer,4,6,75000,0,2500,0,Male,
3/21/2016 15:48:47,Small Co,SF,Lead,6,9,236000,0,10000,0,Male,
3/21/2016 15:48:49,ww,11,11,-5,-111,1111111111111,111111,1111,11111,Male,
3/21/2016 15:49:07,Gov't Contractor,Virginia-Washington Area,Software Engineer,1,5,125000,,5000,5000,Male,
3/21/2016 15:49:26,old unicorn,Seattle,Sr. Staff Engineer,2,20,190000,0,"72,000",,Male,
3/21/2016 15:49:33,fidelity,ireland,senior software engineer,3,3,45000,1500,5000,0,Male,
3/21/2016 15:49:53,,Munich,Sr. Test Automation Eng,1,6,50000 EUR,,,,Male,
3/21/2016 15:49:54,,,Software Engineer,1,10,135000,10000,,,Male,Early-stage startup
3/21/2016 15:50:28,,,Data Scientist,4,10,68000,0,500,0,Male,
3/21/2016 15:50:54,Salesforce,Seattle,Software Engineer,1,0,81000,123000,8100,,Male,
3/21/2016 15:51:01,,"San Francisco, CA",Software Engineer,3,5,125000,0,15000,5000,Male,
3/21/2016 15:51:05,Halo Neuroscience,San Francisco,Engineer,2,2,82000,0,0,50,Male,
3/21/2016 15:52:30,Consumer Tech Company,Palo Alto,Full stack engineer,1.5,1.5,100000,0,0,5000,Male,
3/21/2016 15:52:59,Oracle,"Redwood City, CA",Senior Applications Engineer,0.5,6,"134,000","12,500",0,0,Male,
3/21/2016 15:53:00,,"San Jose, CA",principal engineer,3,25,"160,000","5,000",0,,Male,
3/21/2016 15:53:28,,,Senior Software Engineer,2.5,3.5,131000,15000,,15000,Male,
3/21/2016 15:53:31,General Motors,"Chandler, AZ",Software Developer,1.5,1.5,"61,000",0,~4%,0,Male,
3/21/2016 15:53:35,TINAL,Moscow,IT,6,10,"39,500$",0,20%,0,Male,
3/21/2016 15:53:35,,Chicago,Software engineer,1,1,80000,0,5000,0,Male,
3/21/2016 15:53:45,Moz,Seattle,Marketing Manager,,,135000,0,0,,,
3/21/2016 15:54:01,Microsoft,Seattle,Program Manager,0.5,0.5,105000,50000,,,Female,
3/21/2016 15:54:29,The Gay Nigger Assocation of America,"Tarzana, CA",HNIC,15,15,250000,30000,90000,100000,Male,
3/21/2016 15:54:36,Zillow Group,"Irvine, CA",Software Developer,1,4,105000,2000 Stock options,,1227 RSUs,Male,
3/21/2016 15:54:57,RightScale,Santa Barbara,Product Manager,1,3,95000,0,0,0,Male,
3/21/2016 15:54:57,USA Company,Spain,Software Engineer,2,7,130000,0,0,0,Male,
3/21/2016 15:55:51,Financial,San Francisco,Software Developer,2,10,170000,0,145000,,Male,
3/21/2016 15:55:55,,,Information Security Engineer,4,0,42000,,,,,
3/21/2016 15:56:06,,"San Francisco, CA",Principal Engineer,2,10,"160,000","30,000","20,000","11,000",Male,
3/21/2016 15:56:12,,Berlin,Software Engineer,1,4,52000,,,,Male,"JS, C++"
3/21/2016 15:56:15,TrendCo,California,SWE,3,3,150,100,20,0,Male,
3/21/2016 15:57:30,Docker Ecosystem Company,San Francisco,Developer Evangelist,1,3,"130,000",0,0,0,Male,
3/21/2016 15:57:32,,,Grain Merchandiser,,,95000,,,,Male,
3/21/2016 15:57:35,,San Francisco,Software Engineer,2,2,112000,,8000,3000,Male,
3/21/2016 15:58:18,,NYC,Software Engineer,2,2,85000,0,3000,,Male,
3/21/2016 15:58:19,Autodesk Canada,"Toronto, Canada",Software Developer,4,8,100000,5000,11000,6500,Male,
3/21/2016 15:59:02,,,a,,,1,,,,,
3/21/2016 15:59:11,,"Bellingham, WA",Web Developer,,5,"65,000",0,"8,000",0,Male,
3/21/2016 16:00:02,StartUp,Redwood City,Software Engineer / Data Scientist,1,2,105000,0,0,180,Male,
3/21/2016 16:00:07,Optum Rx,Chicago,Solutions Architect,2,15,130000,0,0,15000,Male,
3/21/2016 16:00:34,,"Phoenix, AZ",Director of Software Development,1,15,120000,,,,Male,
3/21/2016 16:00:36,Cisco,San Jose,Software Engineer,2,4,103000,5000,5000,0,Male,
3/21/2016 16:01:01,Omnicom,San Francisco,Senior Engineer,1,10,175000,0,15000,0,Male,
3/21/2016 16:01:11,Biotech,"Oxford, UK",Software Engineer,1,5,£43000,0,£4300,,Male,"Great working environment, really happy."
3/21/2016 16:01:18,,United Kingdom,Full-stack Developer,4,7,"£37,000 GBP",0,0,Some. Don't understand value.,Male,
3/21/2016 16:01:28,Bank of America,London,AVP,,,58000,,3000,,Male,
3/21/2016 16:01:44,Practice Fusion,SF,Software Engineer,8,10,115000,0,0,50000,Male,
3/21/2016 16:01:55,,"Portland,OR",Software Engineer,0,2,"100,000",0,,,Male,
3/21/2016 16:02:07,,,Software Engineer,1,0,55000,10000,,,Male,
3/21/2016 16:03:06,BigCo,San Francisco,Analyst,4,8,120000,5000,10000,0,Male,
3/21/2016 16:04:03,apple,,Software Engineer,,,100000,,,,,
3/21/2016 16:04:14,,NYC,Software Engineer,0,2,90000,1250,10000,0,Male,
3/21/2016 16:04:31,Norwegian Tax Authority,Norway,Senior Systems Engineer,4,17,71000,0,0,0,Male,
3/21/2016 16:04:34,Jaguar Land Rover,Warwickshire,Electronic Engineer,1,0,£31300,£2000,£200,£0,Male,Salary in GBP
3/21/2016 16:04:36,Atlassian,San Francisco,Principal Product Manager,8,12,195000,0,30000,20000,Male,
3/21/2016 16:05:03,news org,UK,Senior Developer,2,13,"$93,000",0,"$3,000",0,Male,
3/21/2016 16:05:25,,Vienna,Dev,8,8,45k,,,,Male,
3/21/2016 16:05:27,,Los Angeles,CTO,,,190000,,,,Male,
3/21/2016 16:05:33,AltSchool,San Francisco,Full Stack Engineer,1.5,2.5,105000,0,13000,30000,Male,
3/21/2016 16:05:43,,san francisco,senior software engineer,1,11,182000,15000,0,5000,Male,
3/21/2016 16:05:51,Google,,IT Recruiter,2,4,115000,,, ,Male,
3/21/2016 16:05:59,Microsoft,"Redmond, Washington",Software Engineer,1.5,1.5,114500,5000,12000,12500,Male,"50000 stock vested over 3.5 years at signing. 5000 signing cash, 5000 relocation cash (I moved myself). Got about 5000 in stock vesting over like 7 years this past year."
3/21/2016 16:06:26,,"Strasbourg, France",System Engineer,6,6,"38,000€",,500€,,Male,
3/21/2016 16:06:35,Evernote,Redwood City,Software Engineer,1,3,105000,0,0,1000,Male,
3/21/2016 16:07:07,State Street,"Princeton, NJ",Valuations Officer / Software Dev,1,11,94000,0,1%,0,Male,
3/21/2016 16:07:45,Amazon,Seattle,SDE1,0,0,"95,000","27,000",,"50,000",Male,
3/21/2016 16:07:49,Large Medical Device Company,,Senior Manager IT,2,9,121000,5000,12100,0,Male,
3/21/2016 16:08:02,,Seattle,Software Engineer Manager,2,4,50000,0,0,0,Male,
3/21/2016 16:08:03,,Kansas City,Senior Software Engineer,2,10,110000,,5000,,Male,
3/21/2016 16:08:15,,San Francisco,Senior Product Manager,2,4,147000,0,0,.045% vesting per year,Male,
3/21/2016 16:08:16,Unity Technologies,"Copenhagen, Denmark",software developer,1,9,74000,0,0,,Male,
3/21/2016 16:08:29,,Los Angeles,UI Developer,1,15,145000,0,21500,9500,Male,
3/21/2016 16:08:37,CARFAX,Columbia MO,Software Developer,1,3,70000,0,7000,0,Male,
3/21/2016 16:08:39,Self,Belgrade,Software engineer,3,9,40000,0,0,0,Male,
3/21/2016 16:08:42,,"Redwood City, CA",Lead Engineer,1,11,160000,5000,0,0,Male,"Signing bonus was ""relocation reimbursement"""
3/21/2016 16:08:57,TUNE,"Seattle, WA",Software Engineer 3,2,6,120000,0,1000,1000,Male,
3/21/2016 16:10:16,Self,London,Dev,5,15,£120000,0,0,0,Male,UK C# Contractor
3/21/2016 16:10:23,,Brooklyn,Software Engineer,1,5,"125,000",,,"15,000",Male,"Company is around 800 employees, 250 engineers"
3/21/2016 16:10:34,wayfair,boston,lead software engineer,3,3,110000,0,10000,10000,Male,
3/21/2016 16:10:35,,,lead developer,,,34000,,,,Male,
3/21/2016 16:10:51,Palantir,NYC,Forward Deployed Engineer,2,5,150000,20000,15000,25000,Male,stock value = options/year * (FMV-strike)
3/21/2016 16:11:17,,"Paris, France",Lead Developper Ruby on Rails,0.2,5,"€55,000",0,0,,Male,Health insurance (gvt health care + private complementary contract ; standard in France)
3/21/2016 16:12:05,,Los Angeles,Computer Scientist,,12,136000,,,,not relevant,
3/21/2016 16:12:14,,,Software engineer,2,2,35000,,3000,,Male,Salary in Pounds Sterling
3/21/2016 16:12:45,Wells Fargo,San Francisco,Lead UX Designer,2,10,"125,000","7,000",15%,,Male,
3/21/2016 16:12:54,VMware,Palo Alto,Member of Technical Staff III,2.3,,127000,5000,14000,,Male,
3/21/2016 16:12:59,,London,Technical Lead,1,10,£70000,0,0,0,Male,
3/21/2016 16:13:10,Kymeta,Redmond,Software Engineer,,,120000,,,,Male,
3/21/2016 16:13:39,,"Chicago, IL",Senior Developer,1,9,115000,0,8000,0,Male,
3/21/2016 16:13:41,Public University,Spain,Programmer,,,23000,,,,Male,
3/21/2016 16:13:56,,"Austin, TX",Senior Developer,1,5,110000,5000,5000,0,Male,
3/21/2016 16:14:04,,"Paris, France",UX Designer,2,3,34000,,,,Male,
3/21/2016 16:15:08,,Los Angeles,Software Architect,2,13,"200,000",0,50000,,Male,
3/21/2016 16:15:21,IBM,Austin,Software Developer,3,3,74000,10000,500,,Male,
3/21/2016 16:15:38,,"Denver, CO",Software Developer II,1,5,"88,000",,5000,,Male,
3/21/2016 16:15:42,Accenture,San Francisco,Technology Consultant,2,2,105000,10000,,,Female,
3/21/2016 16:15:50,,Boise,Software Developer,3,13,83000,0,0,0,Male,
3/21/2016 16:16:13,,"Denver, CO",Platform Engineer,1,6,130000,,,,Male,
3/21/2016 16:16:32,Interana,"Redwood City, CA",Site Reliability Engineer,0.5,5,140000,0,,,Male,
3/21/2016 16:16:35,,"Bay Area, CA",Sr. Security Engineer,1,5,140000,20000,,,Male,Initial stock of 100000/4 years
3/21/2016 16:16:47,ibm,"UK, outside London",Software Develoepr,2,2,30000 pounds,0,300 pounds,0,Male,"Pay is quite shit, but work/life balance and flexibility is amazing."
3/21/2016 16:18:39,Demonware inc.,Vancouver,Site Reliability Engineer,1,8,"112,000","10,000","12,000",0,Male,
3/21/2016 16:18:46,Your mom,Your mom,Your mom,69,420,13371738,Your mom,Your mom,Your mom,Your mom,Your mom
3/21/2016 16:19:23,Mercury Group of Companies,"Melbourne, Australia",Senior .Net Developer,2,16,105000,,,,Male,
3/21/2016 16:19:31,,,Research Scientist,,,"135, 000",,,,Female,
3/21/2016 16:19:36,Edu-tech,UK,Engineer,2,4,£30k,,,Meh,Male,
3/21/2016 16:19:55,,Remote (SF company),Software Engineer,0,8,115000,0,0,0,Male,
3/21/2016 16:19:40,Joyent,San Francisco,Software Engineer,4,10,70000,0,0,0,Male,
3/21/2016 16:20:15,,San Francisco,Software Engineer,1,3,105000,,,,Male,
3/21/2016 16:20:20,,Oklahoma,Software Engineer,3,10,129000,,45000,,Male,
3/21/2016 16:20:32,Twitter,Not SF,Sr Enginner,1,13,155000,,,100000,Male,"Stock value was at time of offer, not now. :-("
3/21/2016 16:20:44,Microsoft,Seattle,Software Engineer,2,5,108000,50000,,5000,Male,
3/21/2016 16:21:25,,"Philadelphia, PA",Software Developer,1,6,100000,0,10000,0,Male,
3/21/2016 16:21:44,,,fluffer,,,2000000,,,,,
3/21/2016 16:22:11,SFR,"Lyon, France",Network engineer,2,3,40000,,5500,,Male,
3/21/2016 16:22:31,BW,"Vancouver, BC",Web Developer,1,3,60000,0,300,0,Male,
3/21/2016 16:22:40,Liberty Mutual,New Hampshire,Developer Intern,1.5,3,48000,0,0,0,Male,
3/21/2016 16:22:43,,Chicago,Trader,5,5,100000,0,150000,0,Male,
3/21/2016 16:23:15,Nokia,"Ottawa, Canada",Software Designer,1,4,56000,0,0,0,Male,
3/21/2016 16:23:17,Navy Seals,"Kabul, Afghanistan",Navy Seal,69,69,"What the fuck did you just fucking say about me, you little bitch?","’ll have you know I graduated top of my class in the Navy Seals,","and I’ve been involved in numerous secret raids on Al-Quaeda, and I have over 300 confirmed kills.",I am trained in gorilla warfare and I’m the top sniper in the entire US armed forces.,Male,"You are nothing to me but just another target. I will wipe you the fuck out with precision the likes of which has never been seen before on this Earth, mark my fucking words."
3/21/2016 16:23:52,,"Minneapolis, MN",DevOps Engineer,3,3,75000,0,0,0,Male,
3/21/2016 16:24:42,Google,"Mountain View, CA",Software Engineer,1,6,130000,0,20000,180000,Male,
3/21/2016 16:25:03,EMC,Santa Clara,Full stack web developer,1,20,182000,0,30000,62000,Male,
3/21/2016 16:25:05,,,Senior Software Engineer,3,6,"125,000",,,,Male,
3/21/2016 16:25:19,Self,Sydney,Founder,4,-114,"180,000",0,0,0,Male,
3/21/2016 16:25:30,Synopsys,"Mountain View, California",Software Engineer  ,1,1,97000,,10000,,Male,
3/21/2016 16:26:15,,"Dublin, Ireland",Junior Software Dev,1,1,"€30,000","€2,000",,,Male,
3/21/2016 16:26:40,,San Francisco,Software Engineer,1,4,120000,0,0,5000,Male,
3/21/2016 16:26:55,,"Austin, TX",Senior Software Engineer,2,10,125000,,,,Male,
3/21/2016 16:27:15,,Montreal,Developer,2,3,52,0,0,0,Male,
3/21/2016 16:27:57,,"London, UK",Software Engineer,1,5,£45000,,,,Male,
3/21/2016 16:28:07,,New York City,Software Engineer,1,4,115000,0,,,Male,
3/21/2016 16:28:29,LinkedIn,Mountain View,Senior Software Engineer,1,7,165000,40000,16500,100000,Male,
3/21/2016 16:29:03,,"London, UK",Data scientist,0.5,0.5,"£18,000",0,0,0,Male,
3/21/2016 16:29:06,,"Norman, OK",Software Engineer,1.5,6,88000,,,,Male,
3/21/2016 16:29:25,,san diego ca,QA Engineer,2,5,88650,0,8800,,Male,
3/21/2016 16:29:29,,London,Senior Developer,1,16,50000,0,,,Male,
3/21/2016 16:29:38,IBM,Canada,Software Engineer,4,4,75000,yes,4000,2000,Male,
3/21/2016 16:29:54,IBM,"Austin, TX",Software Engineer,2,2,82000,3000,2000,0,Male,
3/21/2016 16:30:06,Airbnb,San Francisco,software engineer,4,10,"185,000",0,0,"50,000",Male,
3/21/2016 16:30:12,Intuit,San Diego,SDE co-op,0,0,81120,7500,,,Male,
3/21/2016 16:31:11,Dell,Remote,Senior developer,3,17,130000,0,11000,0,Male,
3/21/2016 16:31:16,J P Morgan,"Bournemouth, UK",Software Engineer,1,1,"£34,000",£5000,£2000,0,Male,
3/21/2016 16:31:23,Disney Interactive,"Glendale, CA",Software Engineer,3,4,"88,000",0,"25,000 vested over 4 years",0,Male,"All mid-level engineers and below are hourly so my base is $42 an hour which is 88k/yr, but with overtime I made over 115k."
3/21/2016 16:31:23,,"Seattle, WA",Full-stack developer,0.2,8,105000,,,,Male,
3/21/2016 16:32:29,Local Government,San Diego,Senior IT Engineer,9,11,109000,,,,Male,
3/21/2016 16:33:29,Ford,Michigan,Mobile Software Engineer,3,4,"82,500","6,000","6,500",0,Male,
3/21/2016 16:33:33,Well funded non-profit,"Washington, DC",Senior Software Engineer,4,11,146000,,2600,,Male,
3/21/2016 16:35:33,Microsoft,"Redmond, WA",Program Manager,10,20,"185,000","185,000","40,000","50,000",Male,
3/21/2016 16:35:35,Liaison Technologies,"Atlanta, GA",Software Engineer,1,3,"90,000 USD",none, ¯\_(ツ)_/¯,none,Male,
3/21/2016 16:35:54,groupon,chicago,software engineer 2,2,10,105000,10000,2000,10000,Male,get paid to watch tv
3/21/2016 16:35:58,Etsy,New York City,Senior Software Engineer,3.5,4.5,135,0,0,3718,Male,
3/21/2016 16:36:47,,,unemployed,,,1,,,,Male,
3/21/2016 16:37:07,,,iOS engineer,3,6,150000,0,0,0,Male,
3/21/2016 16:37:16,,,Boss,,,=SUM(G2:G9999),,,,,
3/21/2016 16:37:23,Livefyre,San Francisco,Senior Software engineer,1.5,6,145000,0,0,0,Male,
3/21/2016 16:37:51,,,Sales Support Engineer,1,4,40000,0,0,0,Male,
3/21/2016 16:38:16,Small consulting firm,"Houston, TX",Web Developer,1,3,56000,0,0,0,Male,"Pretty strict 40 hours a week. Work is much more interesting than a lot of places, and I get a lot of say in tech stack. I am one of only 3 developers total. "
3/21/2016 16:38:41,,,Senior Software Engineer,,,130000,,,,Male,
3/21/2016 16:38:56,,,Staff MySQL Database Administrator,2,6,140000,,,54000,Male,
3/21/2016 16:39:22,Undisclosed Startup (75 people),"Austin, TX",Senior Full Stack Engineer,0,20,130000,0,0,0,Male,
3/21/2016 16:39:32,Ericsson Inc,"San Jose, CA",System Engineer - IV,7,9,141000,0,14000,0,Male,
3/21/2016 16:39:43,,Vancouver BC,C# Dev,2,3,60000,,5000,,Male,
3/21/2016 16:40:34,IBM,Germany,IT Architect Mobile Solutions,2,2,51000,0,2000,0,Male,
3/21/2016 16:40:39,Google,San Francisco,Software Engineer,4,4,"130,500",,"25,000","100,000",Male,
3/21/2016 16:40:53,,"Pittsburgh, PA",Software Engineer,1,1.5,67000,1500,,,Male,
3/21/2016 16:40:55,,"San Francisco, CA",Operations Engineer,2,19,138000,,13800,,Male,
3/21/2016 16:42:49,abc.xyz,Seattle,Architect,3,25,130000,20000,0,0,Male,
3/21/2016 16:42:54,VarageSale Inc,"Toronto, ON",Senior Software Developer,0.25,8,"120,000",0,0,0,Male,
